NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G4201010014400,G42010100144,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014400,State: 42 County: 101 Tract: 144,3362,1833,396,0,52,,692,147,82,62,72,22,11,11,3,0,1437,,,,,,,,,,
G4201010014500,G42010100145,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014500,State: 42 County: 101 Tract: 145,2764,58,1624,0,0,,492,58,71,23,39,0,0,0,0,0,903,,,,,,,,,,
G4201010014600,G42010100146,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014600,State: 42 County: 101 Tract: 146,3086,299,2529,19,218,,566,172,87,119,47,45,43,22,29,6,1170,,,,,,,,,,
G4201010014700,G42010100147,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014700,State: 42 County: 101 Tract: 147,3540,10,3528,0,20,,1004,184,90,35,13,8,0,31,9,0,1832,,,,,,,,,,
G4201010014800,G42010100148,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014800,State: 42 County: 101 Tract: 148,1738,40,1610,47,9,,538,75,56,15,22,5,11,15,0,0,821,,,,,,,,,,
G4201010014900,G42010100149,1980,Pennsylvania,42,420,Philadelphia County,101,1010,014900,State: 42 County: 101 Tract: 149,6853,15,6801,27,0,,1418,362,269,142,97,25,23,12,13,0,2717,,,,,,,,,,
G4201010015000,G42010100150,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015000,State: 42 County: 101 Tract: 150,10,10,2,0,0,,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,
G4201010015100,G42010100151,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015100,State: 42 County: 101 Tract: 151,10745,69,10661,15,0,,2273,547,303,158,158,87,34,28,22,0,3998,,,,,,,,,,
G4201010015200,G42010100152,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015200,State: 42 County: 101 Tract: 152,11241,79,11144,5,8,,2481,460,239,151,67,39,12,7,25,0,3925,,,,,,,,,,
G4201010015300,G42010100153,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015300,State: 42 County: 101 Tract: 153,5308,312,4983,0,12,,1392,231,126,36,39,16,16,24,9,0,2721,,,,,,,,,,
G4201010015400,G42010100154,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015400,State: 42 County: 101 Tract: 154,2150,1172,1047,7,7,,95,41,30,42,21,6,0,0,0,0,221,,,,,,,,,,
G4201010015500,G42010100155,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015500,State: 42 County: 101 Tract: 155,4565,144,3460,5,0,,882,115,71,31,31,5,6,21,0,0,1577,,,,,,,,,,
G4201010015600,G42010100156,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015600,State: 42 County: 101 Tract: 156,2857,538,634,8,15,,478,116,77,76,24,0,6,9,5,0,1060,,,,,,,,,,
G4201010015700,G42010100157,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015700,State: 42 County: 101 Tract: 157,2628,1619,142,8,6,,474,160,56,55,15,15,11,7,11,0,1255,,,,,,,,,,
G4201010015800,G42010100158,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015800,State: 42 County: 101 Tract: 158,6786,6745,22,5,30,,976,428,331,256,150,101,78,39,36,6,2664,,,,,,,,,,
G4201010015900,G42010100159,1980,Pennsylvania,42,420,Philadelphia County,101,1010,015900,State: 42 County: 101 Tract: 159,1926,1910,0,0,0,,273,110,139,75,74,33,17,6,6,6,860,,,,,,,,,,
G4201010016000,G42010100160,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016000,State: 42 County: 101 Tract: 160,8420,8397,0,0,17,,1188,405,475,337,211,113,58,57,20,0,3234,,,,,,,,,,
G4201010016100,G42010100161,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016100,State: 42 County: 101 Tract: 161,6546,6416,0,49,26,,1358,361,230,211,75,46,54,4,11,4,2859,,,,,,,,,,
G4201010016200,G42010100162,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016200,State: 42 County: 101 Tract: 162,3537,677,1083,0,0,,519,198,79,31,14,9,2,28,4,0,1257,,,,,,,,,,
G4201010016300,G42010100163,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016300,State: 42 County: 101 Tract: 163,4229,1627,871,0,33,,755,215,59,31,53,26,14,3,5,0,1580,,,,,,,,,,
G4201010016400,G42010100164,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016400,State: 42 County: 101 Tract: 164,6141,582,2818,0,31,,1001,263,131,92,50,20,0,21,0,0,2142,,,,,,,,,,
G4201010016500,G42010100165,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016500,State: 42 County: 101 Tract: 165,5095,97,4871,26,4,,1049,188,132,102,42,70,19,8,10,0,1927,,,,,,,,,,
G4201010016600,G42010100166,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016600,State: 42 County: 101 Tract: 166,1788,28,1648,0,13,,284,94,53,67,20,6,7,0,10,0,852,,,,,,,,,,
G4201010016700,G42010100167,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016700,State: 42 County: 101 Tract: 167,10391,50,10245,0,13,,2293,650,371,187,110,51,11,5,6,5,4280,,,,,,,,,,
G4201010016800,G42010100168,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016800,State: 42 County: 101 Tract: 168,5903,8,5869,15,11,,1304,327,199,117,96,46,20,15,0,9,2600,,,,,,,,,,
G4201010016900,G42010100169,1980,Pennsylvania,42,420,Philadelphia County,101,1010,016900,State: 42 County: 101 Tract: 169,14604,132,14336,89,26,,2419,890,528,320,257,165,65,50,13,7,6088,,,,,,,,,,
G4201010017000,G42010100170,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017000,State: 42 County: 101 Tract: 170,4532,619,3891,8,0,,890,199,124,116,35,11,7,13,12,0,1514,,,,,,,,,,
G4201010017100,G42010100171,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017100,State: 42 County: 101 Tract: 171,6076,168,5848,55,0,,796,354,285,188,59,73,47,15,20,7,1944,,,,,,,,,,
G4201010017200,G42010100172,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017200,State: 42 County: 101 Tract: 172,11316,266,11050,0,0,,1728,628,451,317,203,109,33,36,15,0,3921,,,,,,,,,,
G4201010017300,G42010100173,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017300,State: 42 County: 101 Tract: 173,3993,88,3884,0,21,,622,199,146,142,61,42,6,38,0,5,1617,,,,,,,,,,
G4201010017400,G42010100174,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017400,State: 42 County: 101 Tract: 174,3780,69,3628,0,15,,670,224,135,57,53,56,0,27,12,0,1667,,,,,,,,,,
G4201010017500,G42010100175,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017500,State: 42 County: 101 Tract: 175,9663,1948,3887,14,8,,1539,449,273,156,59,38,14,13,0,8,3408,,,,,,,,,,
G4201010017600,G42010100176,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017600,State: 42 County: 101 Tract: 176,10791,6492,699,0,64,,2126,549,324,150,167,69,19,26,0,0,4106,,,,,,,,,,
G4201010017700,G42010100177,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017700,State: 42 County: 101 Tract: 177,9122,8956,22,42,96,,1529,561,523,272,214,109,28,70,7,5,3746,,,,,,,,,,
G4201010017800,G42010100178,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017800,State: 42 County: 101 Tract: 178,6881,6720,46,0,39,,1428,421,300,213,117,121,22,32,14,0,3007,,,,,,,,,,
G4201010017900,G42010100179,1980,Pennsylvania,42,420,Philadelphia County,101,1010,017900,State: 42 County: 101 Tract: 179,6895,6456,319,21,71,,970,401,375,309,164,59,42,42,31,0,2690,,,,,,,,,,
G4201010018000,G42010100180,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018000,State: 42 County: 101 Tract: 180,8699,8647,0,0,16,,1450,594,436,451,191,129,87,57,29,6,3697,,,,,,,,,,
G4201010018100,G42010100181,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018100,State: 42 County: 101 Tract: 181,191,184,0,0,0,,48,6,10,11,16,0,0,0,0,0,106,,,,,,,,,,
G4201010018200,G42010100182,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018200,State: 42 County: 101 Tract: 182,382,385,0,0,0,,107,23,33,11,4,8,13,0,0,0,180,,,,,,,,,,
G4201010018299,G4201010018299,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018299,State: 42 County: 101 Tract: 182.99,43,28,5,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
G4201010018300,G42010100183,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018300,State: 42 County: 101 Tract: 183,4501,4498,0,0,12,,575,239,249,193,114,94,46,54,16,0,1702,,,,,,,,,,
G4201010018400,G42010100184,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018400,State: 42 County: 101 Tract: 184,2328,2306,0,0,0,,337,120,151,91,45,59,16,0,4,0,876,,,,,,,,,,
G4201010018500,G42010100185,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018500,State: 42 County: 101 Tract: 185,147,169,0,0,0,,33,10,21,0,0,0,0,5,0,0,67,,,,,,,,,,
G4201010018600,G42010100186,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018600,State: 42 County: 101 Tract: 186,5163,5150,0,0,14,,808,328,279,255,170,66,57,60,20,3,2128,,,,,,,,,,
G4201010018700,G42010100187,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018700,State: 42 County: 101 Tract: 187,1834,1810,5,0,0,,269,117,96,41,67,27,9,23,0,0,710,,,,,,,,,,
G4201010018800,G42010100188,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018800,State: 42 County: 101 Tract: 188,7432,7375,0,18,39,,1023,475,440,334,226,69,90,51,45,0,2947,,,,,,,,,,
G4201010018900,G42010100189,1980,Pennsylvania,42,420,Philadelphia County,101,1010,018900,State: 42 County: 101 Tract: 189,1077,1009,0,0,47,,141,75,79,36,19,7,7,0,4,0,389,,,,,,,,,,
G4201010019000,G42010100190,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019000,State: 42 County: 101 Tract: 190,6761,6714,0,42,20,,844,425,429,375,196,105,108,83,18,0,2649,,,,,,,,,,
G4201010019100,G42010100191,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019100,State: 42 County: 101 Tract: 191,6748,6716,0,0,21,,902,401,397,354,281,180,99,97,26,0,2795,,,,,,,,,,
G4201010019200,G42010100192,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019200,State: 42 County: 101 Tract: 192,7364,7328,5,0,31,,1003,511,381,274,122,90,68,52,20,0,2832,,,,,,,,,,
G4201010019300,G42010100193,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019300,State: 42 County: 101 Tract: 193,131,123,0,0,0,,5,10,9,10,5,5,0,0,0,0,50,,,,,,,,,,
G4201010019400,G42010100194,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019400,State: 42 County: 101 Tract: 194,281,260,0,0,0,,39,24,11,15,5,14,0,0,0,0,124,,,,,,,,,,
G4201010019500,G42010100195,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019500,State: 42 County: 101 Tract: 195,8399,6810,203,44,32,,1457,482,361,221,133,104,19,35,6,2,3182,,,,,,,,,,
G4201010019600,G42010100196,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019600,State: 42 County: 101 Tract: 196,2390,1667,53,0,0,,359,133,121,60,40,27,13,24,9,0,969,,,,,,,,,,
G4201010019700,G42010100197,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019700,State: 42 County: 101 Tract: 197,7213,3871,1138,49,193,,1088,466,311,240,101,46,34,15,6,0,2380,,,,,,,,,,
G4201010019800,G42010100198,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019800,State: 42 County: 101 Tract: 198,7486,2488,2560,49,378,,1042,418,226,231,82,64,49,16,4,0,2346,,,,,,,,,,
G4201010019900,G42010100199,1980,Pennsylvania,42,420,Philadelphia County,101,1010,019900,State: 42 County: 101 Tract: 199,5827,1800,2389,10,39,,991,291,167,126,86,43,31,22,0,0,2031,,,,,,,,,,
G4201010020000,G42010100200,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020000,State: 42 County: 101 Tract: 200,2536,755,1854,0,62,,447,183,52,19,34,13,27,13,0,9,984,,,,,,,,,,
G4201010020100,G42010100201,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020100,State: 42 County: 101 Tract: 201,9799,336,9301,7,46,,2200,740,480,254,162,74,85,21,11,0,5491,,,,,,,,,,
G4201010020200,G42010100202,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020200,State: 42 County: 101 Tract: 202,7359,388,6971,0,0,,1615,394,227,121,154,73,65,53,11,0,3359,,,,,,,,,,
G4201010020300,G42010100203,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020300,State: 42 County: 101 Tract: 203,4752,535,4002,19,34,,747,247,186,175,76,23,21,36,19,0,1902,,,,,,,,,,
G4201010020400,G42010100204,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020400,State: 42 County: 101 Tract: 204,4217,587,3622,8,0,,659,225,193,117,82,46,0,38,7,0,1557,,,,,,,,,,
G4201010020500,G42010100205,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020500,State: 42 County: 101 Tract: 205,3283,920,2268,0,34,,517,231,153,86,36,53,28,0,0,0,1401,,,,,,,,,,
G4201010020600,G42010100206,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020600,State: 42 County: 101 Tract: 206,1842,1762,94,0,40,,372,173,95,99,77,47,51,57,88,37,1105,,,,,,,,,,
G4201010020700,G42010100207,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020700,State: 42 County: 101 Tract: 207,6638,5314,1218,0,102,,915,312,405,268,170,127,82,111,42,24,3099,,,,,,,,,,
G4201010020800,G42010100208,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020800,State: 42 County: 101 Tract: 208,2095,1850,136,0,25,,125,146,196,132,67,133,56,104,92,36,1267,,,,,,,,,,
G4201010020900,G42010100209,1980,Pennsylvania,42,420,Philadelphia County,101,1010,020900,State: 42 County: 101 Tract: 209,3473,3481,50,0,6,,385,230,231,143,125,42,70,29,14,6,1402,,,,,,,,,,
G4201010021000,G42010100210,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021000,State: 42 County: 101 Tract: 210,5770,5563,140,33,34,,627,321,303,288,205,144,92,61,18,0,2272,,,,,,,,,,
G4201010021100,G42010100211,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021100,State: 42 County: 101 Tract: 211,2981,2921,5,0,55,,241,146,136,192,209,135,58,49,31,0,1232,,,,,,,,,,
G4201010021200,G42010100212,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021200,State: 42 County: 101 Tract: 212,2702,2696,6,0,0,,366,181,193,104,101,54,79,37,5,5,1134,,,,,,,,,,
G4201010021300,G42010100213,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021300,State: 42 County: 101 Tract: 213,4148,4087,33,16,6,,491,261,194,261,137,89,31,35,12,9,1590,,,,,,,,,,
G4201010021400,G42010100214,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021400,State: 42 County: 101 Tract: 214,4417,3910,464,10,33,,677,298,208,180,142,48,34,45,18,0,1756,,,,,,,,,,
G4201010021500,G42010100215,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021500,State: 42 County: 101 Tract: 215,3924,3806,35,0,7,,393,266,255,157,121,93,52,27,22,0,1485,,,,,,,,,,
G4201010021600,G42010100216,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021600,State: 42 County: 101 Tract: 216,1479,1426,63,0,61,,180,101,57,137,86,52,24,29,0,0,656,,,,,,,,,,
G4201010021700,G42010100217,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021700,State: 42 County: 101 Tract: 217,7158,6795,203,0,160,,498,227,370,387,249,234,148,196,112,4,2503,,,,,,,,,,
G4201010021800,G42010100218,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021800,State: 42 County: 101 Tract: 218,4267,4050,155,0,62,,406,327,438,253,182,230,88,98,46,0,2203,,,,,,,,,,
G4201010021900,G42010100219,1980,Pennsylvania,42,420,Philadelphia County,101,1010,021900,State: 42 County: 101 Tract: 219,1494,1435,12,0,21,,151,88,49,71,81,60,36,37,46,0,628,,,,,,,,,,
G4201010022000,G42010100220,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022000,State: 42 County: 101 Tract: 220,1147,1108,12,0,28,,83,67,69,63,33,37,43,14,20,34,554,,,,,,,,,,
G4201010022100,G42010100221,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022100,State: 42 County: 101 Tract: 221,1265,1249,12,0,0,,81,46,65,95,82,34,31,12,22,0,478,,,,,,,,,,
G4201010022200,G42010100222,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022200,State: 42 County: 101 Tract: 222,1215,1149,8,13,44,,38,38,86,70,44,30,24,40,24,0,363,,,,,,,,,,
G4201010022300,G42010100223,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022300,State: 42 County: 101 Tract: 223,68,70,0,0,0,,7,9,6,0,12,7,0,0,0,0,26,,,,,,,,,,
G4201010022400,G42010100224,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022400,State: 42 County: 101 Tract: 224,375,395,0,0,0,,0,0,17,7,0,7,17,13,43,13,129,,,,,,,,,,
G4201010022500,G42010100225,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022500,State: 42 County: 101 Tract: 225,765,674,31,0,22,,6,6,0,10,6,5,7,8,33,14,84,,,,,,,,,,
G4201010022600,G42010100226,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022600,State: 42 County: 101 Tract: 226,479,484,28,0,0,,10,5,10,0,0,11,10,18,12,21,107,,,,,,,,,,
G4201010022700,G42010100227,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022700,State: 42 County: 101 Tract: 227,1307,1265,16,0,0,,47,66,83,82,48,35,18,43,73,22,530,,,,,,,,,,
G4201010022800,G42010100228,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022800,State: 42 County: 101 Tract: 228,1573,1515,5,2,32,,153,105,70,57,100,70,46,38,99,27,811,,,,,,,,,,
G4201010022900,G42010100229,1980,Pennsylvania,42,420,Philadelphia County,101,1010,022900,State: 42 County: 101 Tract: 229,247,276,0,0,0,,0,0,0,6,10,0,0,0,24,47,88,,,,,,,,,,
G4201010023000,G42010100230,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023000,State: 42 County: 101 Tract: 230,384,347,0,0,0,,31,29,28,5,16,6,0,21,21,24,223,,,,,,,,,,
G4201010023100,G42010100231,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023100,State: 42 County: 101 Tract: 231,1347,1326,0,0,15,,89,89,77,51,42,34,28,26,73,59,566,,,,,,,,,,
G4201010023200,G42010100232,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023200,State: 42 County: 101 Tract: 232,690,608,74,0,22,,71,44,67,34,17,26,12,32,11,12,317,,,,,,,,,,
G4201010023300,G42010100233,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023300,State: 42 County: 101 Tract: 233,3644,1952,1585,0,53,,332,227,168,210,184,79,105,73,27,17,1512,,,,,,,,,,
G4201010023400,G42010100234,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023400,State: 42 County: 101 Tract: 234,631,378,216,0,0,,44,23,26,0,0,19,22,18,30,37,221,,,,,,,,,,
G4201010023500,G42010100235,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023500,State: 42 County: 101 Tract: 235,1367,989,373,0,17,,132,59,77,40,58,14,24,43,69,30,603,,,,,,,,,,
G4201010023600,G42010100236,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023600,State: 42 County: 101 Tract: 236,3016,1813,1139,9,10,,385,99,99,128,152,104,132,85,56,43,1390,,,,,,,,,,
G4201010023700,G42010100237,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023700,State: 42 County: 101 Tract: 237,5516,1942,3435,77,18,,885,263,282,252,164,132,116,70,92,0,2457,,,,,,,,,,
G4201010023800,G42010100238,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023800,State: 42 County: 101 Tract: 238,4941,1640,3246,19,7,,872,429,277,202,160,104,55,64,40,10,2502,,,,,,,,,,
G4201010023900,G42010100239,1980,Pennsylvania,42,420,Philadelphia County,101,1010,023900,State: 42 County: 101 Tract: 239,1913,1442,435,5,0,,678,150,98,127,51,78,43,14,14,0,1369,,,,,,,,,,
G4201010024000,G42010100240,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024000,State: 42 County: 101 Tract: 240,4075,1949,1997,0,74,,859,313,265,153,116,34,58,69,43,10,2253,,,,,,,,,,
G4201010024100,G42010100241,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024100,State: 42 County: 101 Tract: 241,1463,688,779,0,16,,437,45,70,57,58,18,20,19,6,7,846,,,,,,,,,,
G4201010024200,G42010100242,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024200,State: 42 County: 101 Tract: 242,4807,1546,3087,36,81,,866,309,207,190,127,79,27,31,3,7,2074,,,,,,,,,,
G4201010024300,G42010100243,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024300,State: 42 County: 101 Tract: 243,4511,1777,2608,14,93,,625,440,286,190,81,63,43,40,41,0,1971,,,,,,,,,,
G4201010024400,G42010100244,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024400,State: 42 County: 101 Tract: 244,4200,876,3205,0,119,,576,265,192,150,90,44,11,17,16,5,1639,,,,,,,,,,
G4201010024500,G42010100245,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024500,State: 42 County: 101 Tract: 245,4598,886,3703,0,9,,804,221,201,173,49,52,9,18,0,0,1934,,,,,,,,,,
G4201010024600,G42010100246,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024600,State: 42 County: 101 Tract: 246,3633,575,3037,5,0,,726,184,153,128,28,10,0,35,0,11,1415,,,,,,,,,,
G4201010024700,G42010100247,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024700,State: 42 County: 101 Tract: 247,5823,1222,4537,9,10,,875,339,218,157,117,98,34,50,22,10,2281,,,,,,,,,,
G4201010024800,G42010100248,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024800,State: 42 County: 101 Tract: 248,2719,268,2414,40,0,,300,144,141,92,34,54,10,22,17,0,906,,,,,,,,,,
G4201010024900,G42010100249,1980,Pennsylvania,42,420,Philadelphia County,101,1010,024900,State: 42 County: 101 Tract: 249,4446,438,3970,0,30,,563,232,158,183,130,28,38,25,18,0,1461,,,,,,,,,,
G4201010025000,G42010100250,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025000,State: 42 County: 101 Tract: 250,909,213,652,0,0,,95,35,43,7,25,13,23,18,22,0,349,,,,,,,,,,
G4201010025100,G42010100251,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025100,State: 42 County: 101 Tract: 251,2448,168,2282,24,7,,165,181,99,136,108,111,42,81,23,0,965,,,,,,,,,,
G4201010025200,G42010100252,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025200,State: 42 County: 101 Tract: 252,8268,844,7330,28,33,,1140,499,405,345,249,143,71,43,31,0,3318,,,,,,,,,,
G4201010025300,G42010100253,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025300,State: 42 County: 101 Tract: 253,4911,246,4618,40,7,,718,263,226,295,160,86,24,48,33,0,2027,,,,,,,,,,
G4201010025400,G42010100254,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025400,State: 42 County: 101 Tract: 254,4977,641,4275,12,10,,407,277,276,166,185,193,162,168,92,10,2078,,,,,,,,,,
G4201010025500,G42010100255,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025500,State: 42 County: 101 Tract: 255,3067,1137,1865,25,40,,280,170,172,72,124,106,48,69,73,9,1215,,,,,,,,,,
G4201010025600,G42010100256,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025600,State: 42 County: 101 Tract: 256,3071,2068,905,0,80,,250,158,167,127,82,90,66,109,67,16,1193,,,,,,,,,,
G4201010025700,G42010100257,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025700,State: 42 County: 101 Tract: 257,3691,3373,289,0,29,,474,295,260,248,209,87,91,83,97,19,1921,,,,,,,,,,
G4201010025800,G42010100258,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025800,State: 42 County: 101 Tract: 258,2106,354,1713,0,13,,164,92,96,156,87,78,23,84,6,0,761,,,,,,,,,,
G4201010025900,G42010100259,1980,Pennsylvania,42,420,Philadelphia County,101,1010,025900,State: 42 County: 101 Tract: 259,5862,811,5027,4,7,,495,350,383,346,242,161,99,30,9,6,2225,,,,,,,,,,
G4201010026000,G42010100260,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026000,State: 42 County: 101 Tract: 260,3625,420,3197,0,0,,248,163,281,160,120,120,74,48,13,0,1247,,,,,,,,,,
G4201010026100,G42010100261,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026100,State: 42 County: 101 Tract: 261,3798,456,3278,40,19,,240,207,222,116,152,162,137,102,66,5,1464,,,,,,,,,,
G4201010026200,G42010100262,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026200,State: 42 County: 101 Tract: 262,5371,377,4956,24,8,,299,262,323,305,212,152,83,110,45,0,1838,,,,,,,,,,
G4201010026300,G42010100263,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026300,State: 42 County: 101 Tract: 263,11474,1243,10092,6,70,,938,693,567,498,431,184,195,117,38,0,3853,,,,,,,,,,
G4201010026400,G42010100264,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026400,State: 42 County: 101 Tract: 264,6841,511,6230,22,56,,431,338,467,371,277,169,46,52,13,0,2255,,,,,,,,,,
G4201010026500,G42010100265,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026500,State: 42 County: 101 Tract: 265,5798,438,5331,25,4,,560,398,254,164,190,86,78,16,30,0,1905,,,,,,,,,,
G4201010026600,G42010100266,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026600,State: 42 County: 101 Tract: 266,8328,473,7809,0,0,,794,444,362,413,236,118,56,85,18,8,2666,,,,,,,,,,
G4201010026700,G42010100267,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026700,State: 42 County: 101 Tract: 267,8650,353,8216,0,31,,719,452,467,275,279,191,94,105,38,0,2816,,,,,,,,,,
G4201010026800,G42010100268,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026800,State: 42 County: 101 Tract: 268,4933,1911,2894,0,14,,731,363,319,140,180,79,68,89,25,8,2193,,,,,,,,,,
G4201010026900,G42010100269,1980,Pennsylvania,42,420,Philadelphia County,101,1010,026900,State: 42 County: 101 Tract: 269,2023,1750,246,24,16,,141,163,89,95,77,43,45,23,61,6,808,,,,,,,,,,
G4201010027000,G42010100270,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027000,State: 42 County: 101 Tract: 270,2474,1960,472,15,81,,263,150,134,124,111,67,51,53,40,22,995,,,,,,,,,,
G4201010027100,G42010100271,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027100,State: 42 County: 101 Tract: 271,2206,2088,0,0,6,,238,189,113,119,111,44,23,17,31,0,974,,,,,,,,,,
